x y Re(psi) Im(psi)
4.724409448818898127e+00 -8.000000000000000000e+00 -3.792980743558820901e-03 2.346957155109740800e-03
4.850393700787401841e+00 -8.000000000000000000e+00 -3.695595908579020483e-03 2.280110041080340207e-03
4.976377952755905554e+00 -8.000000000000000000e+00 -3.592032587851607880e-03 2.211057148559187734e-03
5.102362204724409267e+00 -8.000000000000000000e+00 -3.482773557270452212e-03 2.140048061313915180e-03
5.228346456692912980e+00 -8.000000000000000000e+00 -3.368289057023687860e-03 2.067323239833661862e-03
5.354330708661416693e+00 -8.000000000000000000e+00 -3.249034542607464205e-03 1.993113206892525597e-03
5.480314960629920407e+00 -8.000000000000000000e+00 -3.125448720636521231e-03 1.917637861776205115e-03
5.606299212598425896e+00 -8.000000000000000000e+00 -2.997951888968193330e-03 1.841105954729487090e-03
5.732283464566929609e+00 -8.000000000000000000e+00 -2.866944546974316277e-03 1.763714673774792246e-03
5.858267716535433323e+00 -8.000000000000000000e+00 -2.732806292606758652e-03 1.685649383633065204e-03
5.984251968503937036e+00 -8.000000000000000000e+00 -2.595894966132440609e-03 1.607083456758902872e-03
6.110236220472440749e+00 -8.000000000000000000e+00 -2.456546057044987214e-03 1.528178247615596692e-03
6.236220472440944462e+00 -8.000000000000000000e+00 -2.315072328200352362e-03 1.449083135582088407e-03
6.362204724409448175e+00 -8.000000000000000000e+00 -2.171763676529298026e-03 1.369935703533998713e-03
6.488188976377951889e+00 -8.000000000000000000e+00 -2.026887177899612362e-03 1.290861958450036919e-03
6.614173228346455602e+00 -8.000000000000000000e+00 -1.880687341853692733e-03 1.211976683770946356e-03
6.740157480314961091e+00 -8.000000000000000000e+00 -1.733386515403946256e-03 1.133383803106871547e-03
6.866141732283464805e+00 -8.000000000000000000e+00 -1.585185472696985743e-03 1.055176878655195378e-03
6.992125984251968518e+00 -8.000000000000000000e+00 -1.436264117200435585e-03 9.774395833161337623e-04
7.118110236220472231e+00 -8.000000000000000000e+00 -1.286782351642032102e-03 9.002463229353055039e-04
7.244094488188975944e+00 -8.000000000000000000e+00 -1.136881021315509646e-03 8.236627803638259292e-04
7.370078740157479658e+00 -8.000000000000000000e+00 -9.866830179056981093e-04 7.477466496305758747e-04
7.496062992125983371e+00 -8.000000000000000000e+00 -8.362944097316438088e-04 6.725482065254376196e-04
7.622047244094488860e+00 -8.000000000000000000e+00 -6.858057477769428489e-04 5.981111676236023017e-04
7.748031496062992574e+00 -8.000000000000000000e+00 -5.352933247693630403e-04 5.244732021900378426e-04
7.874015748031496287e+00 -8.000000000000000000e+00 -3.848206911353849440e-04 4.516670293955229055e-04
8.000000000000000000e+00 -8.000000000000000000e+00 -2.344399116095581277e-04 3.797204770199620540e-04
-8.000000000000000000e+00 -7.874015748031496287e+00 6.537530099896832073e-05 4.854819257799566651e-04
-7.874015748031496287e+00 -7.874015748031496287e+00 2.166578490338607775e-04 4.156657382095427689e-04
-7.748031496062992574e+00 -7.874015748031496287e+00 3.684024885724428524e-04 3.475508364445479745e-04
-7.622047244094487972e+00 -7.874015748031496287e+00 5.205739659737525704e-04 2.811465648581397761e-04
-7.496062992125984259e+00 -7.874015748031496287e+00 6.731281369955881017e-04 2.164708025181401774e-04
-7.370078740157480546e+00 -7.874015748031496287e+00 8.260104767511566339e-04 1.535487524404294225e-04
-7.244094488188975944e+00 -7.874015748031496287e+00 9.791545559171585360e-04 9.241420365328283603e-05
-7.118110236220472231e+00 -7.874015748031496287e+00 1.132480563057582925e-03 3.310953285235078907e-05
-6.992125984251968518e+00 -7.874015748031496287e+00 1.285893890254779593e-03 -2.431363565005969376e-05
-6.866141732283464805e+00 -7.874015748031496287e+00 1.439283771279768753e-03 -7.979432939832430637e-05
-6.740157480314961091e+00 -7.874015748031496287e+00 1.592521999793827109e-03 -1.332618375583465682e-04
-6.614173228346456490e+00 -7.874015748031496287e+00 1.745461721860728762e-03 -1.846356675074093691e-04
-6.488188976377952777e+00 -7.874015748031496287e+00 1.897936327030305421e-03 -2.338253627843474899e-04
-6.362204724409449064e+00 -7.874015748031496287e+00 2.049758439220823389e-03 -2.807305786523754502e-04
-6.236220472440944462e+00 -7.874015748031496287e+00 2.200719029095998900e-03 -3.252411009063971552e-04
-6.110236220472440749e+00 -7.874015748031496287e+00 2.350586654782127818e-03 -3.672370802087315507e-04
-5.984251968503937036e+00 -7.874015748031496287e+00 2.499106850909982736e-03 -4.065892622265976472e-04
-5.858267716535433323e+00 -7.874015748031496287e+00 2.646001677177423333e-03 -4.431594128237645834e-04
-5.732283464566929609e+00 -7.874015748031496287e+00 2.790969444989971435e-03 -4.768007763970027752e-04
-5.606299212598425008e+00 -7.874015748031496287e+00 2.933684636593210642e-03 -5.073587192708542111e-04
-5.480314960629921295e+00 -7.874015748031496287e+00 3.073798033578054815e-03 -5.346714339030608516e-04
-5.354330708661417582e+00 -7.874015748031496287e+00 3.210937071259088119e-03 -5.585708226148874359e-04
-5.228346456692912980e+00 -7.874015748031496287e+00 3.344706433420797324e-03 -5.788834621338863687e-04
-5.102362204724409267e+00 -7.874015748031496287e+00 3.474688904795710225e-03 -5.954317426581523130e-04
-4.976377952755905554e+00 -7.874015748031496287e+00 3.600446492264053507e-03 -6.080351004146454996e-04
-4.850393700787401841e+00 -7.874015748031496287e+00 3.721521831652254645e-03 -6.165114172807029721e-04
-4.724409448818898127e+00 -7.874015748031496287e+00 3.837439886135707995e-03 -6.206785187657177160e-04
-4.598425196850393526e+00 -7.874015748031496287e+00 3.947709951173180784e-03 -6.203558266747763277e-04
-4.472440944881889813e+00 -7.874015748031496287e+00 4.051827965216112798e-03 -6.153661063096337340e-04
-4.346456692913386100e+00 -7.874015748031496287e+00 4.149279137659274246e-03 -6.055373489750139927e-04
-4.220472440944881498e+00 -7.874015748031496287e+00 4.239540884524575087e-03 -5.907047355914965157e-04
-4.094488188976377785e+00 -7.874015748031496287e+00 4.322086078444932998e-03 -5.707127076033372730e-04
-3.968503937007874072e+00 -7.874015748031496287e+00 4.396386592598982429e-03 -5.454170952744958386e-04
-3.842519685039370358e+00 -7.874015748031496287e+00 4.461917139078914324e-03 -5.146873155559852052e-04
-3.716535433070866645e+00 -7.874015748031496287e+00 4.518159368450799275e-03 -4.784085931701699827e-04
-3.590551181102362044e+00 -7.874015748031496287e+00 4.564606224207764899e-03 -4.364842034742866315e-04
-3.464566929133858331e+00 -7.874015748031496287e+00 4.600766504126416016e-03 -3.888376945235295663e-04
-3.338582677165354617e+00 -7.874015748031496287e+00 4.626169615527969160e-03 -3.354150735879501185e-04
-3.212598425196850016e+00 -7.874015748031496287e+00 4.640370460180246771e-03 -2.761869206124655885e-04
-3.086614173228346303e+00 -7.874015748031496287e+00 4.642954430349221888e-03 -2.111504008182312354e-04
-2.960629921259842590e+00 -7.874015748031496287e+00 4.633542434352109010e-03 -1.403311465314537954e-04
-2.834645669291338876e+00 -7.874015748031496287e+00 4.611795930349510235e-03 -6.378496743536143292e-05
-2.708661417322835163e+00 -7.874015748031496287e+00 4.577421868608457650e-03 1.840062908159566702e-05
-2.582677165354330562e+00 -7.874015748031496287e+00 4.530177522893488740e-03 1.061051617858439598e-04
-2.456692913385826849e+00 -7.874015748031496287e+00 4.469875092461577347e-03 1.991741446074276635e-04
-2.330708661417323135e+00 -7.874015748031496287e+00 4.396386064469797947e-03 2.974183703372560101e-04
-2.204724409448818534e+00 -7.874015748031496287e+00 4.309645198300949415e-03 4.006134843431488342e-04
-2.078740157480314821e+00 -7.874015748031496287e+00 4.209654141388150493e-03 5.084999373046251211e-04
-1.952755905511811108e+00 -7.874015748031496287e+00 4.096484514876974452e-03 6.207832548325699449e-04
-1.826771653543307394e+00 -7.874015748031496287e+00 3.970280513997096264e-03 7.371347414341969904e-04
-1.700787401574803681e+00 -7.874015748031496287e+00 3.831260830376552202e-03 8.571925011944704761e-04
